DATETIME, L_T1 , L_T2 , L_T3 , L_T4 , L_T5 , L_T6 , L_T7 , F_PU1 , S_PU1 , F_PU2 , S_PU2 , F_PU3 , S_PU3 , F_PU4 , S_PU4 , F_PU5 , S_PU5 , F_PU6 , S_PU6 , F_PU7 , S_PU7 , F_PU8 , S_PU8 , F_PU9 , S_PU9 , F_PU10 , S_PU10 , F_PU11 , S_PU11 , F_V2 , S_V2 , P_J280 , P_J269 , P_J300 , P_J256 , P_J289 , P_J415 , P_J302 , P_J306 , P_J307 , P_J317 , P_J14 , P_J422 , ATT_FLAG 
03/06/16 00,1.860677958,5.19509697,4.019789696,3.873864174,1.898139954,5.007591724,2.366847277,98.09072876,1,98.11016846,1,0,0,32.81403732,1,0,0,0,0,46.68970871,1,35.76214981,1,0,0,30.96435928,1,0,0,65.16357422,1,2.974491835,33.99675369,29.48523903,95.19740295,29.54390335,93.01224518,19.4230442,80.06743622,19.310112,66.14156342,32.28022385,31.38022423,-999
03/06/16 01,1.737813711,5.255125999,4.666971207,4.329368591,2.078223705,5.061946869,2.056395531,97.5565567,1,97.57584381,1,0,0,37.73768234,1,0,0,0,0,0,0,35.02342224,1,0,0,28.48958588,1,0,0,61.23844528,1,2.974748373,34.28477859,30.46812439,87.66295624,30.59036064,56.9066124,20.4211483,82.34647369,20.32437134,75.01358032,32.94493866,32.04493713,-999
03/06/16 02,1.672846198,5.379018784,5.057109833,2.698466539,2.589692593,5.5,3.96591115,93.73634338,1,93.75450897,1,0,0,37.79349136,1,0,0,0,0,50.83763504,1,36.27615356,1,0,0,26.67059135,1,0,0,81.22888947,1,2.976549149,36.32809067,29.66937065,86.75979614,29.75016022,85.43264008,22.21553421,81.92864227,22.129879,82.00217438,32.67746735,31.77746773,-999
03/06/16 03,1.923831105,5.433395863,5.129052639,2.899738312,2.900837898,5.458187103,4.815626621,97.91635132,1,97.93573761,1,0,0,0,0,0,0,0,0,46.66247559,1,34.25984573,1,0,0,0,0,0,0,61.92782211,1,2.974575758,34.0908432,30.47067261,78.02905273,30.43502235,93.94981384,26.26095581,89.43256378,26.26095581,60.85508347,32.8814621,31.98146248,-999
03/06/16 04,2.064322948,5.226669312,5.129045486,4.275862694,4.013895035,5.218580246,3.731701374,92.78442383,1,92.80230713,1,0,0,0,0,0,0,0,0,47.52053452,1,0,0,0,0,0,0,0,0,0,0,2.976988316,36.83267212,28.41786003,66.85608673,28.38098526,90.37261963,31.95018768,65.81389618,31.95018768,61.09460068,40.41020203,29.77641487,-999
03/06/16 05,2.490487337,5.100143909,4.557536602,3.965118647,4.013887405,5.019440651,3.108682394,88.40829468,1,88.42493439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97895813,39.12844086,30.10014343,66.28456879,30.10014343,70.14388275,34.15690613,65.81388855,34.15690613,61.13110352,43.20814133,31.29014397,-999
03/06/16 06,3.065108061,5.10014534,3.986028194,3.406035662,4.013879776,4.852976799,3.0167377,88.76167297,1,88.77841187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978801966,38.94445038,30.10014534,76.88602448,30.10014534,67.04389954,34.23451996,65.59320068,34.23451996,60.54312515,43.10382843,31.29014587,-999
03/06/16 07,3.592817545,4.792601585,3.986020327,3.385430336,3.823723316,4.688645363,2.588172674,88.14031982,1,88.15688324,1,0,0,0,0,0,0,0,0,50.25764847,1,0,0,0,0,33.88322067,1,0,0,0,0,2.979076147,39.26763535,27.78612328,72.92190552,27.74521828,84.57997894,31.37990952,65.62372589,31.24647331,67.61371613,43.19862747,29.16309547,-999
03/06/16 08,4.057050228,4.259797573,3.659409761,3.297195673,3.823715925,4.845267296,2.427156687,93.12632751,1,93.14431763,1,0,0,0,0,0,0,0,0,47.62656784,1,0,0,0,0,30.84202385,1,0,0,0,0,2.976831198,36.65165329,27.44351006,76.34558105,27.4064827,89.20697784,29.68008423,59.95306778,29.56797791,76.80988312,40.40135956,28.80276108,-999
03/06/16 09,4.279276371,3.756318092,3.591907024,4.158032894,2.728675127,5.40931797,4.28458643,85.61052704,1,85.62638855,1,0,0,0,0,0,0,0,0,49.52583313,1,0,0,0,0,33.41911697,1,0,0,0,0,2.98017478,40.57501221,26.80361557,68.01343536,26.7638073,85.02262878,32.96066666,60.817173,32.83059692,70.95077515,44.88766479,28.17557907,-999
03/06/16 10,4.688610554,3.231350899,3.099517822,4.081566334,1.857582688,5.445578098,4.545782089,110.3294907,1,0,0,0,0,0,0,0,0,0,0,43.92378998,1,0,0,0,0,0,0,0,0,0,0,2.99121666,27.27053642,26.66791916,69.15104675,26.63604546,94.72096252,32.95275497,60.58659744,32.95275497,62.61696243,39.88428116,28.0036068,-999
03/06/16 11,4.824494362,2.805250406,3.336018324,4.500004292,1.752080083,5.376893997,4.639232635,109.1205215,1,0,0,0,0,37.26615524,1,0,0,0,0,0,0,39.10323715,1,0,0,0,0,0,0,0,0,2.991394043,27.94926453,26.53268623,84.60256958,26.65210724,54.292202,29.64667702,84.00448608,29.64667702,61.3061409,40.23771667,27.94956398,-999
03/06/16 12,5.020502567,2.241796494,3.65493536,2.790765285,2.091454983,5.172136307,3.756419897,113.1887207,1,0,0,0,0,35.54759598,1,0,0,0,0,44.07181549,1,37.77727127,1,0,0,0,0,0,0,0,0,2.990790367,25.65477943,22.42808342,83.58039856,22.50543594,90.35462189,28.40363121,85.30743408,28.40363121,50.52606201,38.55986786,24.1658783,-999
03/06/16 13,4.803267956,1.40164566,3.94382596,3.999403,2.620903015,4.838852882,2.012642622,114.5975037,1,0,0,0,0,34.34433746,1,0,0,0,0,45.40433884,1,36.00939178,1,0,0,31.67696762,1,0,0,0,0,2.990576982,24.85326958,21.58051109,84.79167175,21.64928436,87.31735229,21.13200188,81.34046936,21.01420784,65.4130249,37.62295914,23.31286621,-999
03/06/16 14,4.519056797,0.674795687,4.286777973,4.317677975,2.848712206,4.746909618,1.364337087,110.6644516,1,0,0,0,0,36.10956192,1,0,0,0,0,0,0,34.51184464,1,0,0,31.7148571,1,0,0,0,0,2.991167068,27.08201599,24.4744091,84.63718414,24.58705902,58.78770828,23.3015995,86.11420441,23.18354607,67.45082855,39.28287506,25.87841988,-999
03/06/16 15,4.357494831,0.675393999,4.600726604,2.817566872,3.672969341,4.953360558,1.674110889,113.5158691,1,0,0,0,0,32.73096848,1,0,0,0,0,44.20370483,1,36.30095291,1,0,0,31.31378746,1,0,0,106.7645798,1,2.990741014,25.46896744,25.86252594,91.70670319,25.92418671,93.5628891,21.95128441,81.63658142,21.83597946,67.48432922,28.89059639,27.99059677,-999
03/06/16 16,4.078355312,0.983490646,5.143558979,4.293364048,3.753926992,5.157626152,1.969645619,121.2607117,1,0,0,0,0,34.05433655,1,0,0,0,0,46.92791748,1,34.72613907,1,0,0,30.77166367,1,0,0,76.59736633,1,2.989537239,21.01498032,25.41053772,89.10574341,25.47557449,88.52368927,17.72987556,80.17401123,17.61824226,65.09415436,28.28793907,27.38793755,-999
03/06/16 17,3.526740074,1.401715517,5.051797867,3.881668568,3.788849354,5.031119347,1.298021436,114.6976929,1,0,0,0,0,0,0,0,0,0,0,0,0,32.50783157,1,0,0,31.95737267,1,0,0,73.40487671,1,2.990561724,24.79613304,30.07159996,76.20482635,30.07159996,68.37267303,21.92808533,88.02838898,21.80835342,65.22850037,32.37783813,31.47784042,-999
03/06/16 18,3.377023935,2.180177212,4.841961384,3.011406898,4.052214622,5.089545727,1.059413552,117.5132446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.21129608,1,23.17424583,1,62.04928207,1,2.99012804,23.18322182,29.86848831,77.74195862,29.86848831,62.99845886,24.09440804,62.24647141,23.85569191,92.29826355,32.11688995,31.21689224,-999
03/06/16 19,2.995000362,2.465506077,4.841952801,3.25314784,3.194614887,5.5,3.666780233,117.2837219,1,0,0,0,0,0,0,0,0,0,0,47.73008347,1,0,0,0,0,31.87098312,1,0,0,78.21894073,1,2.990163803,23.3152256,28.01661682,68.91738892,27.97944069,89.59246063,26.62562943,64.56465149,26.50649834,70.22957611,30.51978493,29.61978531,-999
03/06/16 20,2.700922489,2.777603388,4.338810921,4.156867027,2.92259407,5.5,3.79133606,117.7018433,1,0,0,0,0,0,0,0,0,0,0,50.05265045,1,0,0,0,0,31.65816116,1,0,0,75.12471008,1,2.990098715,23.07468414,28.09395409,66.06585693,28.05335808,85.29052734,26.38164139,61.32187271,26.26397705,70.7279892,30.59523582,29.6952343,-999
03/06/16 21,2.411478996,3.031862497,3.767302513,4.084409714,2.091677666,5.5,4.004995346,119.9847565,1,0,0,0,0,0,0,0,0,0,0,46.38733673,1,0,0,0,0,32.31144714,1,0,0,63.28973389,1,2.989740133,21.75595856,28.11249352,70.5240097,28.07723045,92.07109833,24.97764778,59.76810074,24.85544968,67.02246094,30.52799606,29.62799644,-999
03/06/16 22,2.032843351,3.408481598,3.353531837,4.228561878,1.454752088,5.465405941,3.29762125,119.2437515,1,0,0,0,0,0,0,0,0,0,0,0,0,33.17883682,1,0,0,29.7593956,1,0,0,46.85335541,1,2.989857197,22.18499374,30.0063591,74.51337433,30.0063591,66.6867218,19.39509583,84.41162109,19.29016685,70.05886078,32.1905098,31.29051018,-999
03/06/16 23,1.70182097,3.889722824,3.144137859,3.078581572,2.360891819,5.5,4.308979511,120.8321152,1,0,0,0,0,0,0,0,0,0,0,0,0,34.90006256,1,0,0,29.21120071,1,0,0,36.39476776,1,2.989605665,21.26419067,29.89058876,69.57500458,29.89058876,52.90245819,18.06926537,80.2095871,17.96788788,70.45516968,32.03956223,31.13956261,-999
04/06/16 00,1.253544688,3.633913517,3.297766447,2.477646589,2.587155819,5.5,4.578966141,122.6408081,1,0,0,0,0,37.45014954,1,0,0,0,0,49.69322586,1,34.89728928,1,0,0,28.74587631,1,0,0,50.56985855,1,2.98931551,20.21038246,26.98524857,84.71518707,27.06570816,85.00163269,17.02718925,79.17059326,16.92878342,70.83972168,29.82238197,28.92238235,-999
04/06/16 01,0.937560141,3.344802618,3.637595654,2.749317884,2.64871788,5.407649517,4.40977335,99.3483429,1,99.36815643,1,0,0,29.87145042,1,0,0,0,0,50.97634506,1,35.51976013,1,0,0,0,0,0,0,72.78820801,1,2.973882675,33.31644058,27.75319862,97.90827179,27.79048729,83.19429779,25.00191307,86.00918579,25.00191307,51.06838989,30.58635139,29.68634987,-999
04/06/16 02,0.840899825,3.251077652,4.36101675,2.209904909,3.392179489,4.980538845,2.270558834,95.21748352,1,95.23608398,1,0,0,33.29348755,1,0,0,0,0,50.7518959,1,34.50741196,1,0,0,28.58891678,1,0,0,88.24724579,1,2.97585845,35.53934097,27.68794823,92.63063049,27.74321747,83.59734344,21.10443878,83.91290283,21.00702858,75.39352417,30.66356468,29.76356506,-999
04/06/16 03,1.006945252,3.298897028,4.930885792,2.107123613,3.974333286,5.5,4.115709305,97.24404907,1,97.263237,1,0,0,37.09437943,1,0,0,0,0,47.4598732,1,34.14868164,1,0,0,25.37992287,1,0,0,80.37838745,1,2.9748981,34.453022,27.67232895,86.05784607,27.75394821,89.85501099,21.13920212,84.54161835,21.06106377,84.3272171,30.62656975,29.72657013,-999
04/06/16 04,1.206771016,3.314080477,5.260326862,3.165762663,3.762058973,5.422544956,4.905682564,96.78768158,1,96.80673981,1,0,0,33.42268753,1,0,0,0,0,50.69289017,1,0,0,0,0,0,0,0,0,85.26725006,1,2.975115776,34.69836426,27.73277473,92.46590424,27.78883171,83.76203156,29.39983177,65.29818726,29.39983177,62.90855026,30.69109154,29.79109192,-999
04/06/16 05,1.442710757,3.608119726,5.050234318,2.790946007,3.553075552,5.414738178,4.916270256,98.69219208,1,98.71180725,1,0,0,0,0,0,0,0,0,51.32408524,1,0,0,0,0,0,0,0,0,72.46122742,1,2.974201441,33.67177582,28.77959442,66.88478088,28.73706818,83.4368515,28.96685791,65.09888458,28.96685791,51.44919586,31.27510262,30.375103,-999
04/06/16 06,1.523721576,3.828007698,4.481701374,2.264755011,3.348267794,4.830177784,2.088912725,97.46435547,1,97.48361206,1,0,0,0,0,0,0,0,0,50.76115036,1,0,0,0,0,31.94607353,1,0,0,74.16156006,1,2.974792719,34.33443451,29.07925797,73.65167999,29.03759193,84.87321472,26.44511986,64.43586731,26.32546997,69.78829193,31.58010292,30.6801033,-999
04/06/16 07,1.591801286,4.072246075,4.165651321,2.446975708,2.99098587,5.151690483,2.790598869,98.31918335,1,98.33868408,1,0,0,0,0,0,0,0,0,51.60271454,1,0,0,0,0,32.01360703,1,0,0,70.26220703,1,2.974381685,33.87340164,29.16632843,75.91104889,29.12337303,83.25357819,26.2064743,59.85018921,26.08635139,69.30876923,31.65208244,30.75208282,-999
04/06/16 08,1.577417135,4.22906065,3.99786067,2.051415443,1.97438097,5.428572655,3.24321866,97.24987793,1,97.26907349,1,0,0,0,0,0,0,38.99616241,1,38.97196579,1,0,0,0,0,32.79713058,1,0,0,75.5658493,1,2.974895239,34.44989014,28.80121994,76.88266754,28.70896721,103.9680023,26.42726326,63.71472168,26.301651,66.72879028,31.54107094,30.64106941,-999
04/06/16 09,1.649872661,4.206962109,3.98167181,2.450390577,1.880741239,5.397540092,2.612724543,98.66876984,1,98.68837738,1,0,0,0,0,0,0,31.40523148,1,31.38235474,1,0,0,0,0,30.82530594,1,0,0,70.05963135,1,2.974212646,33.68444443,28.97530556,69.94721985,28.91353416,112.6536789,26.30985451,62.38311768,26.19786072,73.49726105,31.54601479,30.64601326,-999
04/06/16 10,1.611209273,4.354385853,3.539931297,4.170832157,1.386853814,5.5,4.302386761,97.05912781,1,97.07826233,1,0,0,0,0,0,0,0,0,48.73654175,1,33.92316055,1,0,0,27.12154198,1,0,0,71.16511536,1,2.974986315,34.55248642,29.58608246,65.26696777,29.54744148,89.30473328,21.18181229,85.02912903,21.09345627,79.72383118,32.0568924,31.15689087,-999
04/06/16 11,1.697271109,4.780059338,2.96842289,4.057059288,2.330636501,5.425216198,4.665799618,95.79623413,1,95.81500244,1,0,0,38.79498291,1,0,0,0,0,0,0,36.6108284,1,0,0,0,0,0,0,71.17797852,1,2.975585938,35.22994232,30.3418293,85.52989197,30.47047997,71.55706024,26.56108665,85.62138367,26.56108665,55.79297256,32.88048935,31.98048782,-999
04/06/16 12,1.859207273,5.119931221,3.339947701,4.057041168,3.004557848,4.971838951,2.52085495,92.56493378,1,92.58275604,1,0,0,38.95264435,1,0,0,0,0,0,0,35.92701721,1,0,0,0,0,0,0,80.62519836,1,2.977089167,36.94875336,31.15982819,86.04152679,31.28945351,70.30102539,28.19369888,88.48214722,28.19369888,55.42047119,33.75336456,32.85336304,-999
04/06/16 13,2.097602367,5.52702713,3.714156866,3.51406908,3.867896795,4.997936726,2.145451307,93.08940887,1,93.10738373,1,0,0,37.68482208,1,0,0,0,0,0,0,34.27903748,1,0,0,31.36769485,1,0,0,0,0,2.976848125,36.67120743,29.22785759,86.52141571,29.34977722,64.78751373,21.75319099,84.95786285,21.63751984,67.10167694,39.54370117,30.64947891,-999
04/06/16 14,2.458621264,4.829396725,4.076318741,3.209089041,3.692775965,5.193069935,2.292408705,91.04047394,1,91.05786133,1,0,0,30.91485786,1,0,0,0,0,49.41254807,1,0,0,0,0,33.14466095,1,0,0,0,0,2.977782965,37.75227737,25.1867485,93.8487854,25.23451233,87.50086975,29.60885048,60.25044632,29.48075104,68.62155914,41.19548416,26.8859272,-999
04/06/16 15,2.864195824,4.295385838,4.713394642,4.111914464,2.643127203,5.420306206,2.558485985,90.11261749,1,90.12973785,1,0,0,37.17328262,1,0,0,0,0,46.69614792,1,0,0,0,0,32.64660645,1,0,0,0,0,2.978200674,38.23899841,27.59864235,85.87709808,27.71636581,69.94499969,30.30977249,63.79483032,30.185215,71.14862061,41.85540009,29.05446625,-999
04/06/16 16,3.293063402,3.827606916,5.042467594,4.163345226,2.303580999,5.5,3.649175406,93.80165863,1,93.81984711,1,0,0,36.49630737,1,0,0,0,0,0,0,0,0,0,0,27.40968513,1,0,0,0,0,2.976518869,36.29339981,26.22162056,85.69300842,26.32909966,64.68144226,29.53105354,60.93546295,29.44095039,87.2621994,39.83409119,27.75864792,-999
04/06/16 17,3.600042343,3.059649944,5.228279591,2.896074039,1.503851771,5.470363617,4.840360641,88.98934174,1,89.00614166,1,0,0,0,0,0,0,0,0,51.53580856,1,0,0,0,0,0,0,0,0,0,0,2.978701115,38.82583237,26.04869652,73.69464874,26.00770187,82.77758789,34.36193848,62.05489731,34.36193848,51.40001678,43.07368851,27.42608833,-999
04/06/16 18,3.923642159,2.526200771,4.881319046,2.389025606,2.219370127,4.9772048,2.38581109,94.1645813,1,94.18286896,1,0,0,0,0,0,0,0,0,51.94276047,1,36.7233429,1,0,0,30.35757637,1,0,0,0,0,2.976350546,36.1004982,25.49564171,66.6083374,25.45424652,81.69923401,21.69508934,80.61226654,21.58621979,70.4278183,39.52828979,26.87485886,-999
04/06/16 19,3.986416101,1.989234567,4.309810638,1.928808565,2.315019846,5.334691048,3.294421434,91.6446991,1,91.66226196,1,0,0,0,0,0,0,0,0,52.20764923,1,36.96220398,1,0,0,31.78364754,1,0,0,0,0,2.97750926,37.43436813,25.21079254,68.67138672,25.17453766,88.02618408,22.46769333,80.95352173,22.34916496,66.3770752,40.86744308,26.56651688,-999
04/06/16 20,4.192482471,1.49124074,3.815544605,2.172831309,2.418587208,5.275807858,2.613870382,93.2028656,1,93.22087097,1,0,0,0,0,0,0,36.82151413,1,36.79767609,1,33.33174515,1,0,0,31.00562859,1,0,0,0,0,2.976795912,36.61109924,24.55712509,68.34189606,24.51769638,83.32489014,22.95183563,87.72445679,22.83862495,69.53131866,40.12784958,25.92735481,-999
04/06/16 21,4.308589935,0.969125628,3.326452017,3.102786084,3.49620533,5.5,3.314733505,89.00622559,1,89.02304077,1,0,0,0,0,0,0,39.04111099,1,39.01690674,1,35.46363831,1,0,0,31.79033852,1,0,0,0,0,2.978693724,38.81702805,24.23295021,67.17637634,24.19755554,88.13533783,24.31758118,85.49018097,24.19900513,68.20359802,42.47389603,25.58473587,-999
04/06/16 22,4.536389828,0.389391094,3.026391506,3.591773457,3.988577604,5.5,3.104684591,115.6290741,1,0,0,0,0,36.81663895,1,0,0,0,0,48.24769974,1,0,0,0,0,33.0664444,1,0,0,104.9178772,1,2.990419388,24.26413345,25.03788376,83.93022919,25.11434364,82.77550507,27.59532356,60.1186676,27.46778297,66.89729309,28.17671013,27.27671051,-999
04/06/16 23,4.179145336,0.572837055,3.349350691,4.44509553,2.893536806,5.46805191,2.498656511,117.8579025,1,0,0,0,0,35.49937439,1,0,0,0,0,51.05887222,1,0,0,0,0,32.68246078,1,0,0,95.56110382,1,2.990074396,22.98482513,25.09147835,86.3278656,25.16194725,84.91675568,26.39963913,61.93384933,26.27482796,67.10771179,28.12997055,27.22997093,-999
05/06/16 00,3.748323441,0.683721304,3.755065203,4.040302692,2.151240349,5.5,2.307298183,118.8859177,1,0,0,0,0,35.20119858,1,0,0,0,0,46.68970871,1,0,0,0,0,27.05322647,1,0,0,90.87921143,1,2.989913464,22.39183617,25.11159706,86.86503601,25.1785717,82.61252594,26.57422447,63.11594009,26.48627853,85.30659485,28.12692642,27.2269268,-999
05/06/16 01,3.309932709,0.734945178,4.166755199,4.53930128,1.761898518,5.5,4.719324589,117.6110992,1,0,0,0,0,33.81674194,1,0,0,0,0,0,0,0,0,0,0,26.66144562,1,0,0,95.01299286,1,2.99011302,23.12691498,25.25979233,89.34807587,25.31873894,82.31987762,27.20260811,63.56189728,27.1170063,87.01419067,28.28251076,27.38250923,-999
05/06/16 02,3.049107552,0.883862615,4.65082407,2.48114671,1.761890531,5.498799324,4.998600006,114.1785202,1,0,0,0,0,36.39520264,1,0,0,0,0,50.83763504,1,0,0,0,0,0,0,0,0,105.7766342,1,2.99064064,25.09201241,25.56927109,85.22226715,25.64299583,82.95415497,30.53821754,63.56188965,30.53821754,60.10651779,28.70937347,27.80937195,-999
05/06/16 03,3.030670643,1.08408463,4.963732719,3.088475171,1.761883497,5.215491772,3.662822485,114.0416031,1,0,0,0,0,33.13676453,1,0,0,0,0,46.66247559,1,0,0,0,0,0,0,0,0,103.9832687,1,2.990661383,25.16996765,25.93102264,91.12664795,25.98869324,86.0918808,30.53468895,63.46906281,30.53468895,50.46853256,28.98919678,28.08919716,-999
05/06/16 04,2.985858679,1.400028467,5.199464798,4.371369511,1.64300251,4.90458107,1.960969567,115.6975708,1,0,0,0,0,0,0,0,0,0,0,47.52053452,1,0,0,0,0,31.45114136,1,0,0,89.18450165,1,2.990408897,24.22494698,27.48597527,78.09946442,27.44839287,88.59529877,27.48413086,62.52707291,27.3678894,72.54605103,30.0579052,29.15790367,-999
05/06/16 05,2.724176407,1.800705314,5.199457645,4.016819281,1.793395281,5.319349766,3.161806107,119.2350159,1,0,0,0,0,0,0,0,0,0,0,0,0,35.65981293,1,0,0,30.80627823,1,0,0,73.74277496,1,2.989858627,22.1900425,27.18925476,77.97950745,27.15275192,89.65394592,18.62100029,79.44535065,18.50913239,65.86968231,29.66419983,28.76420021,-999
05/06/16 06,2.333816767,2.260329008,5.150054455,3.288381338,1.909639597,5.227071762,2.442028522,120.2325211,1,0,0,0,0,0,0,0,0,0,0,0,0,34.39890671,1,0,0,29.97453308,1,0,0,59.08022308,1,2.989701033,21.61229706,28.3108654,75.08187866,28.30273628,66.09053802,18.46949005,81.46670532,18.36315155,68.44493103,30.58267403,29.68267441,-999
05/06/16 07,1.908924937,2.642810345,4.870683193,3.314298943,2.398505688,5.485120773,2.945194006,121.4738464,1,0,0,0,0,0,0,0,0,0,0,50.25764847,1,33.95272827,1,0,0,30.47816849,1,0,0,57.89663315,1,2.989503145,20.89093399,27.49469376,70.7947464,27.45250893,82.6588974,17.63233566,81.3799057,17.52266693,65.96923065,29.91685104,29.01684952,-999
05/06/16 08,1.45351243,2.701735258,4.427517891,3.226462547,2.864012003,5.408785343,2.336549044,120.8520126,1,0,0,0,0,0,0,0,0,0,0,47.62656784,1,33.15618515,1,0,0,28.70969582,1,0,0,59.8567276,1,2.989602327,21.25262833,27.6137886,66.1545639,27.57378769,85.6307373,18.61769485,83.66711426,18.5195179,72.53980255,30.03483391,29.13483429,-999
05/06/16 09,1.06998229,2.802387238,3.856009245,4.071543379,3.584797144,5.5,4.048835754,122.6573486,1,0,0,0,0,0,0,0,0,0,0,49.52583313,1,32.40793228,1,0,0,30.2691021,1,0,0,48.31203079,1,2.989312887,20.20071793,27.61142349,75.90070343,27.57057762,84.53122711,17.23002052,83.48174286,17.12173843,66.25176239,29.98778725,29.08778572,-999
05/06/16 10,0.890518248,2.983542681,3.71331501,4.168535579,3.852904558,5.45647049,3.33283329,94.0085907,1,94.02683258,1,0,0,0,0,0,0,0,0,43.92378998,1,0,0,0,0,33.00374222,1,0,0,89.41958618,1,2.976423025,36.18344498,28.91255569,75.23712158,28.87090874,84.7987442,27.4203186,65.38994598,27.29322624,66.95348358,31.50456238,30.60456276,-999
05/06/16 11,1.197113872,3.391251802,3.528839827,4.699006015,3.644313574,5.435139179,2.711047888,95.51612854,1,95.53481293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.75822449,1,0,0,83.00125885,1,2.975718021,35.37977219,28.95742226,65.25587463,28.91450119,83.14419556,26.93778992,61.03902435,26.81244278,67.37024689,31.51510239,30.61510277,-999
05/06/16 12,1.410587311,3.720936298,2.957331181,2.95548008,2.688770533,5.5,2.553491831,97.16751862,1,97.18668365,1,0,0,30.2814045,1,0,0,0,0,44.07181549,1,0,0,0,0,31.88119698,1,0,0,79.42868042,1,2.974934578,34.49419785,28.20938301,97.77416229,28.25230026,88.39948273,26.49824905,59.19484711,26.37904739,70.06626129,31.06152916,30.16152954,-999
05/06/16 13,1.502938151,3.731213808,3.691237926,4.201764096,1.633556843,5.5,2.851854324,98.93133545,1,98.95102692,1,0,0,33.80150604,1,0,0,0,0,45.40433884,1,0,0,0,0,32.66871643,1,0,0,73.07771301,1,2.974085569,33.54236221,28.16743088,92.28076172,28.23367691,94.49693298,25.8520298,62.04244995,25.7273159,66.61000061,31.0023632,30.10236359,-999
05/06/16 14,1.34310782,3.822891951,4.270236492,4.377473186,1.942869782,5.407059193,2.179824114,96.24828339,1,96.26717377,1,0,0,34.40635681,1,0,0,0,0,0,0,35.77810669,1,0,0,31.27530289,1,0,0,77.0200119,1,2.975372076,34.98781586,29.02721214,92.13424683,29.12446213,68.7175827,19.90049934,80.5178833,19.78545761,65.56502533,31.65466881,30.75466919,-999
05/06/16 15,1.400782943,4.081260204,4.824753284,2.873209322,2.178120136,5.29105711,1.530877948,99.37282562,1,99.39264679,1,0,0,37.53425598,1,0,0,0,0,44.20370483,1,34.7432785,1,0,0,30.20442772,1,0,0,65.60739899,1,2.973870754,33.30316162,28.73770142,86.31159973,28.8497448,65.93257141,19.0130291,81.42573547,18.90517616,68.24528503,31.3814888,30.48148918,-999
05/06/16 16,1.213129401,3.999189377,5.161582947,4.047580251,2.601489782,5.5,2.175354958,99.62802124,1,99.6479187,1,0,0,33.19213867,1,0,0,0,0,46.92791748,1,34.52228546,1,0,0,30.1877594,1,0,0,67.13476563,1,2.973746538,33.16472626,28.14621353,93.25267792,28.19953918,82.25598145,18.86580849,81.65486908,18.75806618,68.15222168,31.00912666,30.10912704,-999
05/06/16 17,1.035690069,4.048181534,5.118927479,3.883709613,3.023711443,5.5,2.340671778,98.52568817,1,98.54525757,1,0,0,0,0,0,0,0,0,0,0,34.7750206,1,0,0,28.53094864,1,0,0,66.78869629,1,2.974282026,33.7618103,29.14240456,76.48097229,29.10368347,88.82653046,19.71398735,82.06629181,19.61693954,74.17459869,31.59091568,30.69091606,-999
05/06/16 18,0.956418633,4.233258724,4.923043728,3.020154197,3.420713186,5.5,3.519480705,97.20786285,1,97.22704315,1,0,0,0,0,0,0,0,0,0,0,34.97951126,1,0,0,30.97538757,1,0,0,70.01263428,1,2.974915266,34.47249222,29.34188271,77.82304382,29.29986954,84.7458725,19.54476166,81.55495453,19.43175507,66.22624207,31.82201004,30.92201042,-999
05/06/16 19,0.987218559,4.430930138,4.923034191,3.428013837,3.683975458,5.418464661,2.796654224,98.99872589,1,99.01844025,1,0,0,0,0,0,0,0,0,47.73008347,1,34.55116653,1,0,0,30.92357445,1,0,0,62.45344543,1,2.974052668,33.50587845,29.33548546,76.32780457,29.29220009,83.03621674,18.90328026,81.64607239,18.79062271,65.75894928,31.78364944,30.88364983,-999
05/06/16 20,0.872378647,4.536892414,4.730107784,4.243228845,3.969495058,5.31231308,2.101886749,98.41307831,1,98.43261719,1,0,0,0,0,0,0,0,0,50.05265045,1,34.36790848,1,0,0,31.09755898,1,0,0,63.2620697,1,2.974336386,33.8226738,29.51630592,66.45714569,29.47634125,87.60183716,19.1251049,82.17891693,19.01127052,65.39393616,31.95314026,31.05314064,-999
05/06/16 21,0.921204269,4.692785263,4.158599377,4.061389316,3.471528292,5.227371216,1.504990578,99.23066711,1,99.25045013,1,0,0,0,0,0,0,0,0,46.38733673,1,0,0,0,0,32.7526474,1,0,0,60.30603409,1,2.973940134,33.38022614,29.57179642,68.91383362,29.5291748,84.157341,25.35817909,59.60161972,25.23287201,65.81096649,32.00685501,31.1068573,-999
05/06/16 22,0.903145671,4.782759666,3.676771402,4.144074291,2.376487494,5.184821129,1.052850008,97.83370209,1,97.85306549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62426949,1,25.58555603,1,63.574646,1,2.974615574,34.13541794,29.82625198,75.81388092,29.78904915,91.44274139,22.47268105,58.50657654,22.18595695,84.82775879,32.25196457,31.35196495,-999
