TIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
10/01/16 07,2.444334984,4.30252409,3.13480258,2.946544886,3.071706057,5.178497314,3.973789692,115.3030777,1,0,0,0,0,0,0,0,0,0,0,51.40628433,1,38.10741806,1,0,0,0,0,0,0,72.9315567,1,2.990469217,24.45051193,29.48595619,74.37705231,29.44330406,83.97555542,26.63389206,82.91479492,26.63389206,62.09381104,31.98458672,31.0845871,0
10/01/16 08,2.355916739,4.442421913,3.135656118,2.595203638,3.211260796,5.085141182,4.100816727,114.5867233,1,0,0,0,0,34.8386116,1,0,0,0,0,45.37743759,1,34.51596832,1,0,0,0,0,0,0,77.33444977,1,2.990578651,24.85941696,28.88353729,91.25882721,28.95510101,94.67156219,27.34689903,90.08581543,27.34689903,61.61943817,31.76158905,30.86158943,0
10/01/16 09,2.40830636,4.42576313,3.694101572,4.122475147,4.000039101,4.930835247,3.57704854,116.0799637,1,0,0,0,0,30.24236298,1,0,0,0,0,50.86805344,1,0,0,0,0,0,0,0,0,73.62132263,1,2.990350008,24.00603676,28.83761787,98.45893097,28.87690735,84.50502777,29.81177521,63.21815109,29.81177521,56.30473328,31.679842,30.77984238,0
10/01/16 10,2.317886829,4.338207245,4.426573753,3.579400301,3.284012079,4.676463604,2.219753027,119.4175186,1,0,0,0,0,32.37673569,1,0,0,0,0,50.65059662,1,0,0,0,0,32.69612503,1,0,0,60.12247086,1,2.989829779,22.08447075,28.34788132,94.75069427,28.39842033,84.45476532,25.23505974,60.65740967,25.11015129,65.89349365,31.15308762,30.25308609,0
10/01/16 11,1.969931602,4.094096184,5.050465584,3.322496176,2.325975895,4.629489422,1.6006217,120.124733,1,0,0,0,0,37.13308334,1,0,0,0,0,45.85121918,1,0,0,0,0,32.66773224,1,0,0,58.56883621,1,2.98971796,21.6748085,28.02435303,86.33890533,28.10847664,93.02363586,24.78230858,62.40578079,24.65760231,65.54385376,30.84862709,29.94862747,0
10/01/16 12,1.622656345,3.960395336,5.160028934,4.475864887,1.750888109,4.560149193,1.011068463,116.0082016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.88869476,1,0,0,53.80825043,1,2.990360975,24.04713821,31.02511597,66.8870697,31.02511597,69.92016602,26.77285767,61.34781265,26.6536026,70.31472015,33.23677444,32.33677673,0
10/01/16 13,1.581420064,4.509588718,4.588520527,3.767415047,1.666222453,4.90651083,1.948369503,115.2205582,1,0,0,0,0,0,0,0,0,0,0,0,0,36.45618439,1,0,0,30.70881271,1,0,0,51.71883011,1,2.990481853,24.4976635,31.42829514,71.64196014,31.42829514,53.55961227,20.38363457,79.78684998,20.27242279,67.95728302,33.63135147,32.73134995,0
10/01/16 14,1.535700679,4.851751328,4.185664177,2.377188444,1.752288103,5.147576809,2.374242306,118.4483795,1,0,0,0,0,0,0,0,0,0,0,51.81409073,1,34.82504654,1,0,0,30.68959236,1,0,0,52.06591034,1,2.989982128,22.64444351,29.65400887,66.48290253,29.61072731,83.3055191,19.18508339,81.4596405,19.0739994,66.82264709,32.05631256,31.15631294,0
10/01/16 15,1.275864363,4.786133289,3.630094051,2.088771582,2.219049931,5.283782005,2.358305216,121.7823944,1,0,0,0,0,0,0,0,0,36.69583893,1,36.67202377,1,32.55727005,1,0,0,29.07764816,1,0,0,40.77290344,1,2.989453793,20.71121788,28.59337807,65.35714722,28.510952,106.6495209,18.04706764,84.05809021,17.94654655,70.8457489,31.13292694,30.23292732,0
10/01/16 16,0.952777267,4.513335228,3.058585644,3.106437206,3.079221487,5.5,3.602484226,99.65050507,1,99.67041016,1,0,0,0,0,0,0,38.78054047,1,38.75637817,1,35.43103409,1,0,0,28.43941879,1,0,0,61.42967987,1,2.973735571,33.15252304,28.87478828,74.97507477,28.78347969,104.3243332,18.96184921,80.17900085,18.86537743,73.69636536,31.53764915,30.63764954,0
10/01/16 17,0.775839806,4.185734749,3.392103195,3.442044973,3.131355047,5.5,4.560049057,98.67006683,1,98.68968201,1,0,0,37.54420853,1,0,0,31.36941338,1,31.34654427,1,34.81369781,1,0,0,30.48488808,1,0,0,71.75361633,1,2.97421217,33.68374252,27.7562809,85.31169891,27.8157177,111.5890808,19.0413208,81.33455658,18.93160629,67.35609436,30.84648323,29.94648361,0
10/01/16 18,0.709625185,4.109377384,3.754742861,4.449831486,3.42118597,5.5,3.97878027,99.75585175,1,99.77578735,1,0,0,33.096138,1,0,0,0,0,0,0,34.49060059,1,0,0,29.77193642,1,0,0,57.39664841,1,2.973684072,33.09532928,29.40095139,94.66192627,29.49681091,54.24188995,18.69402504,81.53527832,18.58901596,69.31776428,31.81017685,30.91017723,0
10/01/16 19,0.567478657,4.240030766,4.387981415,2.616810083,3.732483387,5.5,4.052116394,99.74214935,1,99.76207733,1,0,0,34.4404335,1,0,0,0,0,50.20172119,1,33.93497467,1,0,0,30.01350975,1,0,0,63.52894974,1,2.973690748,33.10277176,28.28078461,91.330513,28.34316063,85.28790283,18.73839378,82.51377869,18.6317997,68.58838654,31.13041115,30.23041153,0
10/01/16 20,0.468416482,4.025057793,4.91669035,2.863515615,3.903798103,5.5,3.958759546,98.72905731,1,98.74868011,1,0,0,37.30619812,1,0,0,0,0,46.98897171,1,0,0,0,0,32.24885941,1,0,0,69.11076355,1,2.974183559,33.6518364,28.21988297,86.21595001,28.30343056,91.24377441,25.32333374,63.38648605,25.20157242,67.59145355,31.11018372,30.21018219,0
10/01/16 21,0.537672877,3.871712446,5.250720024,4.005270958,3.22832489,5.5,3.410430908,97.90840149,1,97.92778778,1,0,0,29.48304939,1,0,0,0,0,50.70368958,1,0,0,0,0,27.94096184,1,0,0,73.24977875,1,2.974579573,34.09513092,28.30379868,99.00955963,28.33960533,84.29232025,26.29332352,64.67150116,26.19996071,82.49951172,31.13074684,30.23074722,0
10/01/16 22,0.713160157,4.02331543,5.429844379,3.464257002,2.982356548,5.466067791,4.694547176,95.53557587,1,95.55426788,1,0,0,0,0,0,0,0,0,51.3331604,1,0,0,0,0,0,0,0,0,80.10852814,1,2.975708723,35.36937714,29.47663879,67.15688324,29.4340992,84.11540222,29.67751312,64.50958252,29.67751312,59.2686882,32.01531982,31.11532211,0
10/01/16 23,1.039660215,4.327402115,4.858335495,2.938890934,2.769593716,5.14401865,3.219660759,95.17440796,1,95.19298553,1,0,0,0,0,0,0,0,0,49.04570389,1,0,0,0,0,0,0,0,0,79.55644989,1,2.975878477,35.56234741,29.8706913,73.10823059,29.83159447,89.00680542,29.99583244,64.54916382,29.99583244,61.07255936,32.39039612,31.4903965,0
11/01/16 00,1.365496397,4.651087284,4.502328873,3.735654593,2.71709013,4.958005905,2.906126022,93.31203461,1,93.33007813,1,0,0,0,0,0,0,0,0,50.2612381,1,0,0,0,0,0,0,0,0,85.10871124,1,2.976745367,36.55322647,30.38757896,69.16122437,30.34667015,87.17430115,30.91797829,63.46755981,30.91797829,58.25239563,32.94897842,32.0489769,0
11/01/16 01,1.698574662,4.994181156,4.017431736,4.105155945,2.276667595,4.955981255,2.591641665,97.92720795,1,97.94659424,1,0,0,0,0,0,0,0,0,51.27724457,1,0,0,0,0,29.90438843,1,0,0,65.3055191,1,2.974570513,34.08498764,29.97135162,76.0482254,29.92889786,84.72401428,26.68558502,63.30056,26.5797081,76.88617706,32.42955399,31.52955246,0
11/01/16 02,1.729563713,5.139050007,3.873490572,3.577087879,1.902474403,5.5,4.517493248,94.18669128,1,94.20498657,1,0,0,0,0,0,0,0,0,47.578228,1,0,0,0,0,31.84056664,1,0,0,77.48120117,1,2.976340055,36.08873749,30.66571236,76.77349091,30.62875557,92.51752472,27.93442154,60.13568497,27.81549835,71.64500427,33.1636467,32.26364517,0
11/01/16 03,1.93343246,5.507029533,3.873483419,4.408507824,1.635957718,5.5,4.680096149,93.34606934,1,93.36412048,1,0,0,0,0,0,0,0,0,0,0,33.22875214,1,0,0,31.19146347,1,0,0,0,0,2.97672987,36.53518295,30.50703049,66.82178497,30.50703049,65.79030609,21.86597252,86.80688477,21.75150108,67.81614685,39.36295319,31.69702911,0
11/01/16 04,2.190760136,5.507030964,3.336601973,3.131874561,2.709913492,5.5,4.116094589,88.49793243,1,88.51459503,1,0,0,0,0,0,0,0,0,0,0,37.13282776,1,0,0,31.66949081,1,0,0,0,0,2.978918552,39.08172989,30.50703049,75.04637909,30.50703049,68.24230957,23.36293983,81.53430939,23.2451973,67.66993713,42.25570679,31.69703102,0
11/01/16 05,2.631425619,5.083897591,3.166035175,3.711995363,2.82114768,5.5,3.603852034,94.40607452,1,94.42443085,1,0,0,0,0,0,0,0,0,44.75673676,1,32.75978088,1,0,0,31.50251961,1,0,0,0,0,2.976238012,35.97198868,28.46508026,70.18260956,28.43207932,95.17234802,21.68646622,87.38412476,21.56987381,66.57332611,38.97563553,29.80592918,0
11/01/16 06,2.787986994,4.611354351,3.277720213,4.500177383,3.879367113,5.436408043,2.906411171,94.17145538,1,94.18974304,1,0,0,34.59052277,1,0,0,0,0,0,0,33.80368805,1,0,0,31.59769058,1,0,0,0,0,2.976347208,36.0968399,28.50280952,91.29936218,28.60684013,54.2830162,21.58076477,85.58013153,21.46351814,66.13681793,39.14326477,29.89044571,0
11/01/16 07,3.060641766,4.077087402,3.821469069,2.787786484,3.711939812,5.400763512,2.311398983,91.37831116,1,91.3957901,1,0,0,28.67674828,1,0,0,0,0,47.07300568,1,0,0,0,0,30.90419769,1,0,0,0,0,2.977630138,37.57462311,24.71391869,96.53631592,24.75119591,87.5430069,30.04879379,65.45684814,29.93627739,76.97839355,41.15933228,26.37716293,0
11/01/16 08,3.435718298,3.277772188,4.513457775,3.552204609,3.622242451,5.5,4.617425442,91.39562988,1,91.41311646,1,0,0,30.32627296,1,0,0,0,0,47.9982338,1,0,0,0,0,31.38355446,1,0,0,0,0,2.977622271,37.56550598,23.63263512,93.13217163,23.67660522,84.80122375,30.12785339,63.4414711,30.01207352,75.42198181,41.23511124,25.32942963,0
11/01/16 09,3.882615805,2.449940681,5.102900505,3.744951487,3.001645327,5.244154453,3.59876132,86.09403992,1,86.11003113,1,0,0,27.53553009,1,0,0,0,0,48.71165466,1,0,0,0,0,0,0,0,0,0,0,2.979966879,40.32618713,23.03977776,96.3821106,23.06935883,82.87335968,35.82883072,59.13174438,35.82883072,61.12698746,44.91744995,24.70257187,0
11/01/16 10,4.477834702,1.839757323,5.30006361,3.149198771,1.906605124,5.04777956,3.057414055,91.53500366,1,91.55253601,1,0,0,0,0,0,0,0,0,48.54367447,1,0,0,0,0,0,0,0,0,0,0,2.97755909,37.49214172,24.95816422,69.96651459,24.91980553,85.03757477,33.62097549,63.43592072,33.62097549,56.3167038,41.72878647,26.32350159,0
11/01/16 11,4.448274136,1.325714469,4.815406322,3.409560919,1.694725275,4.961596966,2.310209274,113.8680267,1,0,0,0,0,0,0,0,0,0,0,49.36237717,1,0,0,0,0,32.05487061,1,0,0,0,0,2.990687847,25.26873589,24.38492775,76.03497314,24.34536171,82.91751099,28.74828911,61.64964676,28.6278801,71.70489502,38.10874176,25.75577927,0
11/01/16 12,4.22487402,0.801615953,4.60992384,2.81378603,1.870948792,5.329226494,3.252146482,113.0378952,1,0,0,0,0,0,0,0,0,0,0,48.4319191,1,34.88174438,1,0,0,31.70697975,1,0,0,0,0,2.990813017,25.74037743,23.92803574,76.12726593,23.88984108,84.21537781,22.14393044,84.32511139,22.0259304,66.3207016,38.22245407,25.29262543,0
11/01/16 13,4.014791965,0.515710056,4.424981117,3.003293514,2.598511457,5.26104641,2.561877489,121.2753754,1,0,0,0,0,0,0,0,0,0,0,49.92104721,1,35.13924026,1,0,0,30.47746086,1,0,0,75.79328156,1,2.989534855,21.00644684,25.8630352,72.13882446,25.82263756,83.31642914,17.6823349,79.41471863,17.57266998,66.02155304,28.36714935,27.46714973,0
11/01/16 14,3.423687935,0.774469793,4.047371864,2.663930893,2.641181469,5.256776333,2.147078276,114.2447815,1,0,0,0,0,0,0,0,0,0,0,48.78543854,1,34.86868286,1,0,0,31.12862778,1,0,0,95.9196167,1,2.990630627,25.05427742,27.21306419,71.7956543,27.17435074,86.84000397,21.79442596,83.99580383,21.68038177,67.95806122,29.83491516,28.93491554,0
11/01/16 15,3.207009077,1.262698412,3.671118498,3.251347065,3.274156332,5.472646236,2.473063946,116.5372772,1,0,0,0,0,0,0,0,0,0,0,47.78287125,1,33.48788452,1,0,0,28.57946587,1,0,0,86.67828369,1,2.990279436,23.74389458,27.2243557,66.17804718,27.18710327,88.70429993,21.38690376,85.89537048,21.28955078,75.70183563,29.77882576,28.87882614,0
11/01/16 16,2.914974928,1.672911763,3.121508121,4.057000637,3.964293957,5.5,4.783715725,115.8551559,1,0,0,0,0,0,0,0,0,0,0,50.35881424,1,0,0,0,0,26.82002831,1,0,0,87.97951508,1,2.990384579,24.13476181,27.54943085,64.84854126,27.50837517,84.14424133,28.00814629,60.09438324,27.92160034,87.38555908,30.12952042,29.2295208,0
11/01/16 17,2.796298265,1.843937039,3.248168468,3.485664129,2.869253159,5.499998569,4.999968052,117.5399857,1,0,0,0,0,36.63499069,1,0,0,0,0,47.20083618,1,0,0,0,0,0,0,0,0,88.40966034,1,2.990123987,23.16783524,26.26738548,85.48878479,26.34667397,88.91086578,29.2946949,61.86608505,29.2946949,55.92932129,29.26058769,28.36058807,0
11/01/16 18,2.542721748,1.887301087,3.621572256,4.321536541,2.120664358,5.038143635,2.783108234,119.1705551,1,0,0,0,0,34.46677399,1,0,0,0,0,49.56080627,1,0,0,0,0,0,0,0,0,80.90545654,1,2.989868879,22.22732162,26.28899765,89.29438782,26.35247993,84.54421997,28.48941612,63.19473648,28.48941612,54.53526306,29.22565269,28.32565308,0
11/01/16 19,2.138270617,1.790814281,4.114463329,4.019105434,1.759735584,5.036963463,2.243001461,116.6017532,1,0,0,0,0,35.1901207,1,0,0,0,0,49.07519913,1,0,0,0,0,32.50583649,1,0,0,90.43677521,1,2.990269423,23.70690536,26.23391342,88.00640106,26.3021698,85.42113495,26.6588707,61.35643768,26.53530693,68.00595856,29.2364769,28.33647728,0
11/01/16 20,1.886049032,1.81495297,4.551087379,4.134782314,1.789081097,5.216780186,2.368371964,117.7636871,1,0,0,0,0,35.74643707,1,0,0,0,0,48.70026398,1,36.1378212,1,0,0,29.59181786,1,0,0,83.93739319,1,2.990089178,23.03907585,26.21521378,87.01945496,26.28718567,86.11277771,19.61565208,79.58784485,19.51182365,70.81794739,29.18182755,28.28182793,0
11/01/16 21,1.605246305,1.804649949,4.937796593,4.3998456,1.865767121,5.5,3.494959593,119.6262894,1,0,0,0,0,34.30191803,1,0,0,0,0,48.32458878,1,35.31125641,1,0,0,27.37747955,1,0,0,75.65119934,1,2.989796877,21.96362877,26.18579102,89.46828461,26.2501812,86.77471161,19.20166016,80.62437439,19.11175346,77.02403259,29.07639503,28.17639542,0
11/01/16 22,1.288065076,2.003368139,5.21753788,3.94780302,2.18258667,5.481504917,4.719320774,115.7672119,1,0,0,0,0,0,0,0,0,0,0,0,0,38.14319992,1,0,0,0,0,0,0,64.79454803,1,2.990398169,24.18509674,29.91609573,73.63435364,29.91609573,61.14918137,25.85409737,82.06535339,25.85409737,52.30217743,32.17772293,31.27772141,0
11/01/16 23,1.297196865,2.520233631,4.868489265,3.004617453,2.311811924,5.012409687,2.39721036,121.4401627,1,0,0,0,0,0,0,0,0,0,0,50.70453644,1,34.37174225,1,0,0,30.04795074,1,0,0,58.30496597,1,2.989508629,20.91054344,27.38513947,68.80384827,27.34355927,83.29232025,17.61096764,80.65434265,17.50414658,67.34993744,29.80635834,28.90635872,0
12/01/16 00,0.961430848,2.643177986,4.361050606,2.458385706,2.668348074,5.214635849,2.636804342,97.93226624,1,97.95166016,1,0,0,0,0,0,0,0,0,51.1612854,1,35.40898514,1,0,0,28.21278381,1,0,0,78.07857513,1,2.974568129,34.08226013,28.02228546,75.22990417,27.98000908,83.01032257,19.89710617,81.15196228,19.80211639,75.35490417,30.54795647,29.64795494,0
12/01/16 01,0.927986681,2.920692682,4.133423328,1.927013159,2.934929609,5.5,4.660579205,95.66988373,1,95.68860626,1,0,0,0,0,0,0,38.89656067,1,38.69364548,1,35.20601654,1,0,0,29.4464817,1,0,0,88.29745483,1,2.975645542,35.2975502,27.60461617,76.45760345,27.51324654,103.1558762,20.56652451,82.1792984,20.46363068,72.21878052,30.4167099,29.51671028,0
12/01/16 02,1.132556319,3.061577559,4.018178463,2.282476664,3.36089921,5.242739201,3.596450329,98.09112549,1,98.11056519,1,0,0,0,0,0,0,38.66278839,1,38.63864517,1,36.30572128,1,0,0,0,0,0,0,79.79781342,1,2.974491596,33.99654007,27.65354538,76.91817474,27.56274796,103.2564392,25.40951729,85.02108002,25.40951729,51.61816788,30.41098213,29.51098251,0
12/01/16 03,1.086948752,3.078613758,4.01817131,2.628908396,3.8630445,4.985796928,2.169834852,99.34470367,1,99.36451721,1,0,0,0,0,0,0,34.55354691,1,34.53009796,1,33.34218979,1,0,0,29.51864433,1,0,0,73.50401306,1,2.973884583,33.31841278,27.76174545,65.74521637,27.68801117,108.2619705,19.45171165,84.20173645,19.34835052,70.87807465,30.40556526,29.50556374,0
12/01/16 04,1.033250332,3.209701538,3.446663141,3.745897532,3.713555574,5.394966602,3.330642939,98.22032928,1,98.23980713,1,0,0,0,0,0,0,0,0,50.37462997,1,0,0,0,0,32.60700226,1,0,0,74.3289566,1,2.974429369,33.92679214,28.48318481,73.38468933,28.44210434,85.04616547,25.78841019,65.0671463,25.66413307,66.77035522,30.98227501,30.08227539,0
12/01/16 05,1.084240079,3.458952904,3.167607546,3.674257755,3.435964584,5.361515522,2.688115358,93.73670959,1,93.75486755,1,0,0,0,0,0,0,0,0,51.16354752,1,0,0,0,0,33.08335114,1,0,0,88.18784332,1,2.976549149,36.32789612,29.29885101,64.89464569,29.25657082,84.28230286,27.62705231,59.5660553,27.49938965,66.86658478,31.88586235,30.98586082,0
12/01/16 06,1.376785874,3.612124681,3.247573853,3.154439688,2.340923786,5.384605408,2.233056784,98.71206665,1,98.73168945,1,0,0,30.12928009,1,0,0,0,0,48.9488945,1,0,0,0,0,32.7581749,1,0,0,74.36532593,1,2.974191666,33.661026,28.07614708,97.86110687,28.11775017,87.4758606,25.842659,60.23642349,25.71731186,66.2753067,30.90107918,30.00107956,0
12/01/16 07,1.336300254,3.564584017,3.977351665,3.747274399,1.445658445,5.313780308,1.65440619,98.49320984,1,98.51277161,1,0,0,29.83842659,1,0,0,0,0,50.68641281,1,34.09634018,1,0,0,28.40363121,1,0,0,74.49689484,1,2.974297523,33.77936554,28.00198746,98.20407867,28.0395565,84.0244751,20.08831406,83.58960724,19.99206543,74.92959595,30.84099388,29.94099426,0
12/01/16 08,1.225862265,3.501582623,4.700044155,3.198517084,2.217133522,5.5,3.792161942,96.22058105,1,96.23947144,1,0,0,37.26119614,1,0,0,0,0,47.80591965,1,36.31271362,1,0,0,27.80401802,1,0,0,83.38322449,1,2.975385189,35.00266266,27.88329506,85.96244812,27.9654026,89.44129181,20.60176086,80.25302887,20.5092411,77.20373535,30.86203384,29.96203423,0
12/01/16 09,1.326325893,3.496603727,5.033304691,4.086580753,2.326849461,5.442718983,4.56629324,96.82885742,1,96.84792328,1,0,0,32.26750565,1,0,0,0,0,50.19398117,1,38.04503632,1,0,0,0,0,0,0,82.08970642,1,2.975096226,34.67624664,27.93716431,94.51082611,27.98781967,84.94804382,25.70651245,82.10430145,25.70651245,52.65752029,30.85241699,29.95241737,0
12/01/16 10,1.411970854,3.655571699,5.200444698,3.914603233,2.450979471,5.006593227,2.386699915,97.3273468,1,97.34655762,1,0,0,0,0,0,0,0,0,44.93530273,1,34.35197067,1,0,0,29.74528885,1,0,0,73.30217743,1,2.974858284,34.40819931,29.13446236,77.98410797,29.10121727,95.55026245,20.24341202,83.31904602,20.13857841,70.95347595,31.59210396,30.69210434,0
12/01/16 11,1.424867272,4.147892952,5.151850224,4.500136375,3.080116272,5.390285492,3.441600084,98.74909973,1,98.76873779,1,0,0,0,0,0,0,0,0,0,0,33.22477722,1,0,0,30.98705673,1,0,0,51.03419876,1,2.974173784,33.64099121,31.01982498,77.92366791,31.01982498,57.25052643,19.4948864,84.44147491,19.3817997,66.13708496,33.22012329,32.32012558,0
12/01/16 12,1.297695041,4.573877335,5.100644112,2.881359816,3.842397451,5.30969429,2.717028379,97.77910614,1,97.79845428,1,0,0,0,0,0,0,0,0,45.55538559,1,33.53699875,1,0,0,31.18364525,1,0,0,65.7251358,1,2.9746418,34.16484833,29.75344086,75.84645081,29.71934128,95.13671112,19.81020164,84.24775696,19.69578362,65.78695679,32.17552567,31.27552605,0
12/01/16 13,1.356062055,4.798293591,4.865672112,4.41623497,3.670015335,5.24895668,2.093143225,96.53662109,1,96.55560303,1,0,0,0,0,0,0,0,0,51.14468765,1,0,0,0,0,30.05243111,1,0,0,70.99661255,1,2.975235224,34.8331604,29.93080521,66.5927124,29.88855553,84.95875549,26.99383163,59.80010605,26.88698959,76.72389984,32.41720963,31.51721191,0
12/01/16 14,1.520578504,5.00873661,4.294163704,3.884016514,2.574974537,5.5,4.303153515,95.91098785,1,95.92978668,1,0,0,0,0,0,0,0,0,51.29838943,1,0,0,0,0,32.71855927,1,0,0,72.23498535,1,2.975531578,35.16851425,30.17398834,75.46961212,30.13150215,84.88356781,26.94839287,63.53068924,26.82332993,67.52748108,32.66809845,31.76809883,0
12/01/16 15,1.696748257,5.228837967,4.085786343,3.546407938,2.183377028,5.5,3.628082991,98.28554535,1,98.30504608,1,0,0,0,0,0,0,0,0,46.93253326,1,0,0,0,0,32.65353394,1,0,0,61.52994156,1,2.974397898,33.89157104,30.24844551,71.31681824,30.21241188,93.25357056,26.17083359,63.73828888,26.04622841,66.98401642,32.65911102,31.7591114,0
12/01/16 16,1.69252193,5.411783695,3.689584017,4.672049046,1.982563496,5.475515366,2.97722888,94.40814972,1,94.42650604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.75794601,1,0,0,58.79522324,1,2.976237059,35.97088242,32.844841,65.41662598,32.844841,67.3849411,27.71077347,63.0702095,27.58542824,68.14424896,35.07820129,34.17820358,0
12/01/16 17,2.152512789,5.500026703,3.118075609,3.553816557,1.625294924,5.499941349,3.17209053,95.16518402,1,95.1837616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.03733063,1,0,0,0,0,2.975883007,35.56726837,30.5000267,71.12950897,30.5000267,63.00672531,27.5207653,63.14493561,27.39343262,66.93043518,38.68166733,31.69002724,0
12/01/16 18,2.323256493,4.945972443,3.27745986,3.108729124,1.868954778,5.447165489,2.529932737,92.80648804,1,92.8243866,1,0,0,36.47576141,1,0,0,0,0,49.535923,1,35.83229446,1,0,0,31.19902611,1,0,0,0,0,2.976978302,36.82099533,24.40357018,83.91190338,24.47852135,82.71776581,21.63565636,82.15685272,21.52113342,67.560112,39.75478363,26.21411896,0
12/01/16 19,2.578646183,4.035349369,3.588390827,2.517038584,2.30943799,5.5,2.765595436,93.59557343,1,93.61369324,1,0,0,28.68799019,1,0,0,0,0,48.59114838,1,35.83456039,1,0,0,30.47608185,1,0,0,0,0,2.976614475,36.4028244,24.51035118,96.31755829,24.54548836,84.57476044,21.5391674,82.0535965,21.42951012,69.88292694,39.38784027,26.18872261,0
12/01/16 20,2.778434753,3.218864441,4.280848503,2.801611185,2.686521053,5.5,3.11625433,92.45017242,1,92.46796417,1,0,0,32.03486252,1,0,0,0,0,48.90530014,1,33.28974915,1,0,0,29.41934395,1,0,0,0,0,2.977141619,37.00941086,23.2787571,90.21408844,23.33011246,82.7702179,23.10201454,87.9371109,22.99929619,74.83930969,40.12707138,25.01093674,0
12/01/16 21,3.034680843,2.362493277,4.791612625,2.524242163,3.762818813,5.5,4.221622467,87.85725403,1,87.87373352,1,0,0,32.75146484,1,0,0,0,0,48.88595581,1,37.43940735,1,0,0,26.33554649,1,0,0,0,0,2.979200363,39.41459656,22.34095383,88.15259552,22.39611435,81.87265015,25.31438255,82.89810181,25.23070908,86.0068512,42.89284515,24.0841465,0
12/01/16 22,3.547760248,1.498329401,5.22210741,1.952067852,3.929661989,5.425807476,4.914479733,85.02301788,1,85.03871155,1,0,0,26.03672218,1,0,0,36.27030182,1,36.19738388,1,39.60425568,1,0,0,0,0,0,0,0,0,2.980425835,40.87667465,19.46014023,94.69127655,19.44106483,98.14466858,32.05053329,85.42003632,32.05053329,52.3223877,45.02253723,21.36174011,0
12/01/16 23,4.215549469,0.681210577,5.300002098,2.181765318,3.311650753,4.864088535,2.208875418,92.28032684,1,92.29807281,1,0,0,0,0,0,0,34.24428177,1,34.22088623,1,0,0,0,0,33.37220001,1,0,0,0,0,2.977219343,37.09912872,22.12408066,67.02702332,22.05156517,102.9579086,29.73913574,60.31810379,29.60941124,67.91146088,40.90201187,23.64555168,0
13/01/16 00,4.128461838,0.774397135,4.728493214,3.249701023,2.311518669,5.049097061,2.271742344,94.46069336,1,94.47907257,1,0,0,0,0,0,0,34.54441833,1,34.52097321,1,0,0,0,0,32.69527435,1,0,0,108.6752548,1,2.976212502,35.94290543,26.60826683,66.45552063,26.53456879,107.1183395,28.96864319,63.89726257,28.84374046,69.6301651,29.48236847,28.58236694,0
13/01/16 01,4.138483524,1.309998989,4.156984806,3.938392639,2.124765396,5.344326496,2.831432819,91.72493744,1,91.74252319,1,0,0,0,0,0,0,0,0,49.67363358,1,0,0,0,0,33.46671295,1,0,0,107.2204437,1,2.977472782,37.39209366,28.465271,65.88402557,28.42524338,86.39897156,29.85796928,61.53645325,29.72755432,67.66952515,31.1744442,30.27444458,0
13/01/16 02,4.327412605,1.911502838,3.58547616,4.200232506,1.544199109,5.461821079,2.6122756,92.06649017,1,92.08417511,1,0,0,0,0,0,0,0,0,49.74627686,1,34.6544838,1,0,0,31.90490913,1,0,0,103.1211624,1,2.977317095,37.2120018,28.76207542,69.80567932,28.72193718,86.55514526,23.40921974,85.98138428,23.28985214,66.89404297,31.44136238,30.54136276,0
13/01/16 03,4.398983479,2.469540119,3.152570248,4.436303139,2.465404749,5.5,2.401235104,91.91327667,1,91.9309082,1,0,0,0,0,0,0,0,0,50.79623032,1,35.14129257,1,0,0,30.58937836,1,0,0,101.432251,1,2.977386951,37.29281998,29.12380981,68.46555328,29.08209038,84.84754944,23.71047211,85.43972778,23.60005951,71.68036652,31.79811096,30.89811134,0
13/01/16 04,4.462897301,2.850270987,3.134005308,3.911658764,3.226534367,5.5,3.084670067,94.26433563,1,94.28265381,1,0,0,33.96276093,1,0,0,0,0,46.48337555,1,33.51382828,1,0,0,26.3408699,1,0,0,101.312149,1,2.976304054,36.04742813,27.66008949,91.50714111,27.72525406,91.5530777,24.20045471,88.65866852,24.11675072,84.87869263,30.69022369,29.79022408,0
13/01/16 05,4.442122459,3.244992733,3.713016272,4.281944752,4.007213593,5.454803467,4.915779114,89.86843109,1,89.88549042,1,0,0,37.61078262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.3313065,1,2.97830987,38.36679077,30.83815765,88.26973724,30.95963478,71.13724518,33.7486763,63.01464462,33.7486763,51.45193481,33.55181122,32.65180969,0
